,มหาวิทยาลัย,คณะ,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,ละติจูด,ลองจิจูด
136,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมเมคคาทรอนิกส์ (หลักสูตรนอกเวลา),MechatronicsEngineering,ภาษาไทย พิเศษ,วิทยาเขตหลัก,"243,500",ไม่ระบุ,ร้อยละ 85.34 ของผู้จบการศึกษาปี 2564,"21,745.29",70,60,60,60,14.8817713,102.0104179
137,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมยานยนต์สมัยใหม่ (หลักสูตรนอกเวลา),Modern Automotive Engineering,ภาษาไทย พิเศษ,วิทยาเขตหลัก,"243,500",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,70,60,60,60,14.8817713,102.0104179
138,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมโยธา,วิศวกรรมโยธาและโครงสร้างพื้นฐาน (หลักสูตรนอกเวลา),CivilandInfrastuctureEngineering,ภาษาไทย พิเศษ,วิทยาเขตหลัก,"363,500",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,30,60,20,14.8817713,102.0104179
139,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมโยธา,วิศวกรรมโยธา (หลักสูตรนานาชาติ),CivilEngineering(InternationalProgram),นานาชาติ,วิทยาเขตหลัก,"199,500",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,50,30,30,30,14.8817713,102.0104179
140,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมโลจิสติกส์,วิศวกรรมขนส่งและโลจิสติกส์,TransportationAndLogisticsEngineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"197,100",ไม่ระบุ,ร้อยละ 71.01 ของผู้จบการศึกษาปี 2564,"18,647.56",5,0,0,0,14.8817713,102.0104179
141,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมวัสดุ,วิศวกรรมพอลิเมอร์,PolymerEngineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"197,100",ไม่ระบุ,ร้อยละ 83.87 ของผู้จบการศึกษาปี 2564,"19,825.00",20,50,60,60,14.8817713,102.0104179
142,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมวัสดุ,วิศวกรรมปิโตรเคมีและพอลิเมอร์ (หลักสูตรนานาชาติ),PetrochemicalandPolymerEngineering(InternationalProgram),นานาชาติ,วิทยาเขตหลัก,"199,500",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,50,30,30,30,14.8817713,102.0104179
143,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมอิเล็กทรอนิกส์,ElectronicEngineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"197,100",ไม่ระบุ,ร้อยละ 94.29 ของผู้จบการศึกษาปี 2564,"21,500.00",5,0,0,0,14.8817713,102.0104179
144,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมระบบสมองกลอัจฉริยะและอิเล็กทรอนิกส์ความถี่สูง (หลักสูตรนอกเวลา),IntelligentEmbeddedSystemsAndHighFrequencyElectronicEngineering,ภาษาไทย พิเศษ,วิทยาเขตหลัก,"303,500",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,60,60,60,14.8817713,102.0104179
145,มหาวิทยาลัยเทคโนโลยีสุรนารี,วิศวกรรมอุตสาหการ,วิศวกรรมอุตสาหการและการจัดการข้อมูล (หลักสูตรนอกเวลา),Industrial Engineering and Data Management,ภาษาไทย พิเศษ,วิทยาเขตหลัก,363500,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,50,50,60,20,14.8817713,102.0104179
146,มหาวิทยาลัยทักษิณ,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,พัทลุง,"18,000 บาท ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,36,16,20,5,7.1621262,100.6055561
147,มหาวิทยาลัยทักษิณ,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์,Bachelor of Engineering Program in Mechatronics Engineering,ภาษาไทย ปกติ,พัทลุง,"18,000 บาท ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,36,16,40,5,7.1621262,100.6055561
148,มหาวิทยาลัยทักษิณ,วิศวกรรมวัสดุ,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยางและพอลิเมอร์,Bachelor of Engineering Program in Rubber and Polymer Engineering,ภาษาไทย ปกติ,พัทลุง,"18,000 บาท ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,36,16,40,5,7.1621262,100.6055561
149,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมทั่วไป,วิศวกรรมศาสตรบัณฑิต (หลักสูตรนานาชาติ) (หลักสูตรสองสถาบัน) (TEP),Bachelor of Engineering Program (International Program)(Twinning Program),นานาชาติ,ศูนย์รังสิต,"ที่มหาวิทยาลัยธรรมศาสตร์ (รวม 5 ภาคเรียน) 90,000 ต่อภาคเรียน ที่มหาวิทยาลัยแห่งนอตติงแฮมประมาณ 19, 875 ปอนด์ ต่อปีการศึกษา ที่มหาวิทยาลัยแห่งนิวเซาท์เวลส์ ประมาณ 49,960 เหรียญออสเตรเลีย ต่อปีการศึกษา ที่มหาวิทยาลัย KU Leuven ประมาณ 6,600 ยูโร ต่อปีการศึกษา",ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,40000 บาท,105,20,0,70,13.9146593,100.3815093
150,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิชาวิศกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 90,27000 บาท,17,23,30,0,13.9146593,100.3815093
151,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 90,32000 บาท,37,22,60,0,13.9146593,100.3815093
152,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมเคมี,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเคมีและการจัดการ (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Chemical Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,ร้อยละ 90,35000 บาท,12,2,0,16,13.9146593,100.3815093
153,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิชาวิศกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 96,22000 บาท,37,22,35,0,13.9146593,100.3815093
154,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมเครื่องกล,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมเครื่องกลและการจัดการอุตสาหกรรม (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Mechanical Engineering/Industrial Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,ร้อยละ 90,35000 บาท,12,2,0,6,13.9146593,100.3815093
155,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมซอฟต์แวร์,วศ.บ.สาขาวิชาวิศวกรรมซอฟต์แวร์ (โครงการพิเศษ),Bachelor of Engineering Program in Software Engineering,ภาษาไทย พิเศษ,ศูนย์รังสิต,"52,000 บาท ต่อภาคเรียน",ร้อยละ 70,ร้อยละ 100,"30,000 บาท",38,7,30,0,13.9146593,100.3815093
156,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 89,25000 บาท,37,22,60,0,13.9146593,100.3815093
157,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและการจัดการอุตสาหกรรม (โครงการพิเศษ),Bachelor of Engineering Program in Industrial Electrical Engineering,ภาษาไทย พิเศษ,ศูนย์รังสิต,"57,000 บาท ต่อภาคเรียน",ร้อยละ 70,ร้อยละ 100,"30,000 บาท",38,7,30,0,13.9146593,100.3815093
158,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมไฟฟ้า,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมไฟฟ้าและข้อมูล (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Electrical Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,ร้อยละ 90,35000 บาท,14,3,0,13,13.9146593,100.3815093
159,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 88,24000 บาท,37,23,40,0,13.9146593,100.3815093
160,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิชาวิศวกรรมโยธาและการบริหารการก่อสร้าง (โครงการพิเศษ),Bachelor of Engineering Program in Civil Engineeringand Construction Management,ภาษาไทย พิเศษ,ศูนย์รังสิต,"57,000 บาท ต่อภาคเรียน",ร้อยละ 70,ร้อยละ 100,"30,000 บาท",38,7,20,0,13.9146593,100.3815093
161,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมโยธา,หลักสูตร วศ.บ.สาขาวิชาวิศวกรรมโยธาและการพัฒนาอสังหาริมทรัพย์ (หลักสูตรนานาชาติ) (TEPE),Bachelor of Engineering Programe in Civil Engineering (International Program),นานาชาติ,ศูนย์รังสิต,"90,000 บาท ต่อภาคเรียน",ร้อยละ 80,ร้อยละ 90,35000 บาท,12,2,0,6,13.9146593,100.3815093
162,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิชาวิศกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,ศูนย์รังสิต,"18,200 บาท ต่อภาคเรียน",ร้อยละ 74.00,ร้อยละ 74,25000 บาท,37,22,50,0,13.9146593,100.3815093
163,มหาวิทยาลัยธรรมศาสตร์,วิศวกรรมยานยนต์,วศ.บ.สาขาวิชาวิศวกรรมยานยนต์และระบบอัตโนมัติ (ศึกษาที่ มธ.ศูนย์พัทยา) (โครงการพิเศษ) (V-TECH),Bachelor of Engineering Program in Vehicle Technology Engineering,ภาษาไทย พิเศษ,ศูนย์พัทยา,"32,400 บาท ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,10,37,0,13.9146593,100.3815093
164,มหาวิทยาลัยนครพนม,วิศวกรรมคอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 72,200 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,40,40,40,0,17.2885747,104.7717835
165,มหาวิทยาลัยนครพนม,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 72,200 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,40,40,40,0,17.2885747,104.7717835
166,มหาวิทยาลัยนครพนม,วิศวกรรมไฟฟ้า,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 72,500 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,40,40,40,0,17.2885747,104.7717835
167,มหาวิทยาลัยนครพนม,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 65,970 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,40,40,40,0,17.2885747,104.7717835
168,มหาวิทยาลัยนครพนม,วิศวกรรมโลจิสติกส์,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Logistics Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 72,200 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,40,40,40,0,17.2885747,104.7717835
169,มหาวิทยาลัยนครพนม,วิศวกรรมอุตสาหการ,วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน โดยประมาณ 72,200 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80,ร้อยละ 90 ของผู้จบการศึกษา,15000,25,25,25,0,17.2885747,104.7717835
170,มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมคอมพิวเตอร์,วิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"112,000",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567,ร้อยละ 90 ของผู้จบการศึกษา,ไม่ระบุ,25,30,27,31,6.4381939,101.7767429
171,มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมเครื่องกล,วิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"112,000",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567,ร้อยละ 90 ของผู้จบการศึกษา,ไม่ระบุ,15,25,16,13,6.4381939,101.7767429
172,มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมไฟฟ้า,วิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"112,000",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567,ร้อยละ 90 ของผู้จบการศึกษา,ไม่ระบุ,20,20,19,14,6.4381939,101.7767429
173,มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมโยธา,วิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"112,000",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567,ร้อยละ 90 ของผู้จบการศึกษา,ไม่ระบุ,35,25,8,0,6.4381939,101.7767429
174,มหาวิทยาลัยนราธิวาสราชนครินทร์,วิศวกรรมอุตสาหการ,วิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"112,000",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2567,ร้อยละ 90 ของผู้จบการศึกษา,ไม่ระบุ,10,30,21,36,6.4381939,101.7767429
175,มหาวิทยาลัยนเรศวร,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,25,50,10,16.7479109,100.1816553
176,มหาวิทยาลัยนเรศวร,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,30,45,15,16.7479109,100.1816553
177,มหาวิทยาลัยนเรศวร,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,50,60,0,16.7479109,100.1816553
178,มหาวิทยาลัยนเรศวร,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,10,20,60,10,16.7479109,100.1816553
179,มหาวิทยาลัยนเรศวร,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,10,10,30,10,16.7479109,100.1816553
180,มหาวิทยาลัยนเรศวร,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,10,70,55,8,16.7479109,100.1816553
181,มหาวิทยาลัยนเรศวร,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมวัสดุ,Bachelor of Engineering Program in Materials Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,20,40,10,16.7479109,100.1816553
182,มหาวิทยาลัยนเรศวร,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,15,20,40,0,16.7479109,100.1816553
183,มหาวิทยาลัยนเรศวร,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 16,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,30,60,15,16.7479109,100.1816553
184,มหาวิทยาลัยนเรศวร,วิศวกรรมเชิงนวัตกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนวัตกรรมอัจฉริยะ (หลักสูตรภาษาอังกฤษ),Bachelor of Engineering Program in Intelligent Innovation Engineering (English Program),ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 40,000 ต่อภาคเรียน",ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,20,30,20,16.7479109,100.1816553
185,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,48,0,0,0,13.2859352,100.9153013
186,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 1),Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,0,30,30,0,13.2859352,100.9153013
187,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 2),Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,0,30,29,0,13.2859352,100.9153013
188,มหาวิทยาลัยบูรพา,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเครื่องกล ภาคปกติ,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,60,50,36,0,13.2859352,100.9153013
189,มหาวิทยาลัยบูรพา,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมไฟฟ้า ภาคปกติ,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,39,40,26,0,13.2859352,100.9153013
190,มหาวิทยาลัยบูรพา,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมโยธา ภาคปกติ,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,60,50,45,0,13.2859352,100.9153013
191,มหาวิทยาลัยบูรพา,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมวัสดุ ภาคปกติ,Bachelor of Engineering Program in Materials Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,93,60,153,0,13.2859352,100.9153013
192,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,23,0,0,0,13.2859352,100.9153013
193,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 1),Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,0,25,24,0,13.2859352,100.9153013
194,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 2),Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,0,25,23,0,13.2859352,100.9153013
195,มหาวิทยาลัยบูรพา,วิศวกรรมอิเล็กทรอนิกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมระบบสมองกลฝังตัวและอิเล็กทรอนิกส์สื่อสาร ภาคปกติ,Bachelor of Engineering Program in Embedded Systems Engineering and Electronic Communication Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,33,60,48,0,13.2859352,100.9153013
196,มหาวิทยาลัยบูรพา,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมอุตสาหการ ภาคปกติ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,หลัก,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,50,60,51,0,13.2859352,100.9153013
197,มหาวิทยาลัยพะเยา,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,https://admission.up.ac.th/uploads/admission/media/file/64ffeea4861e34SobR.pdf,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,60,50,30,0,19.0284058,99.886131
198,มหาวิทยาลัยพะเยา,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,https://admission.up.ac.th/uploads/admission/media/file/64ffeea4861e34SobR.pdf,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,50,20,20,0,19.0284058,99.886131
199,มหาวิทยาลัยพะเยา,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,https://admission.up.ac.th/uploads/admission/media/file/64ffeea4861e34SobR.pdf,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,60,10,10,0,19.0284058,99.886131
