,มหาวิทยาลัย,คณะ,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,ละติจูด,ลองจิจูด
10,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนาโน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Nano-Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,35,20,0,0,15.961105,98.8981375
11,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมสำรวจ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,Bachelor of Engineering Program in Survey Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,10,0,40,0,15.961105,98.8981375
12,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,10,0,25,0,15.961105,98.8981375
13,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมหุ่นยนต์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Robotics and Artificial Intelligence Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,45,11,0,0,15.961105,98.8981375
14,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมเหมืองแร่,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,Bachelor of Engineering Program in Georesources Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,10,0,25,0,15.961105,98.8981375
15,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมอากาศยาน,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอากาศยาน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Aerospace Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,ดูรายละเอียดเพิ่มเติม https://www.chula.ac.th/academics/admissions/tuition-and-fees/,ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,33,15,0,0,15.961105,98.8981375
16,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ภาคการศึกษาต้นและภาคการศึกษาปลาย ภาคการศึกษาละ 25,500 บาท ภาคฤดูร้อน(ถ้ามี) ภาคการศึกษาละ 6,375 บาท ดูรายละเอียดเพิ่มเติม https://www.reg.chula.ac.th/th/information/fee/",ร้อยละ 86.8 ต่อปีการศึกษา,ไม่ระบุ,ไม่ระบุ,0,0,5,0,15.961105,98.8981375
17,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,B.Eng. (Computer Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,31,0,40,0,16.452293,103.5303071
18,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเคมี,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,42,0,15,0,16.452293,103.5303071
19,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเคมี,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,27,39,0,16.452293,103.5303071
20,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,32,21,0,16.452293,103.5303071
21,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,10,26,35,0,16.452293,103.5303071
22,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering) (International Program),นานาชาติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,35,20,30,10,16.452293,103.5303071
23,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมซอฟต์แวร์,วศ.บ. สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้,B.Eng. (Software and Knowledge Engineering) (International Program),นานาชาติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,40,16,29,0,16.452293,103.5303071
24,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,36,0,20,0,16.452293,103.5303071
25,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,15,20,38,0,16.452293,103.5303071
26,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาต่างประเทศ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,30,17,30,10,16.452293,103.5303071
27,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,14,0,12,0,16.452293,103.5303071
28,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,8,15,23,0,16.452293,103.5303071
29,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมการผลิตดิจิทัลและการบูรณาการหุ่นยนต์,B.Eng. (Digital Manufacturing and Robotics Integration Engineering),นานาชาติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,20,7,30,10,16.452293,103.5303071
30,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. (Civil Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,35,0,35,0,16.452293,103.5303071
31,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,B.Eng. (Civil-Water Resources Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,15,0,45,0,16.452293,103.5303071
32,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมวัสดุ,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,23,0,10,0,16.452293,103.5303071
33,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมวัสดุ,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,15,27,30,10,16.452293,103.5303071
34,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมสำรวจ,วศ.บ. สาขาวิชาวิศวกรรมสำรวจและสารสนเทศภูมิศาสตร์,B.Eng. (Survey Engineering and Geographic Information),ภาษาไทย พิเศษ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,10,7,45,0,16.452293,103.5303071
35,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม,B.Eng. (Environmental Engineering),ภาษาไทย ปกติ,บางเขน,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,ไม่ระบุ,6,0,45,0,16.452293,103.5303071
